"keyterm";"count"
"HEMODYNAMIC-RESPONSES";7
"HIPPOCAMPAL";7
"HYPERACTIVE";7
"IDENTIFYING";7
"IMPEDANCE-CARDIOGRAM";7
"IMPULSIVITY";7
"INFLAMMATION";7
"INPUT";7
"INTERMODAL";7
"INTERSTIMULUS";7
"INTERVENTION";7
"INTRACRANIAL";7
"INVOLVING";7
"LIMB";7
"LOSS";7
"MAINTENANCE";7
"MANIPULATIONS";7
"MEDIATE";7
"MEDIATED";7
"MEMORY-PERFORMANCE";7
"MENSTRUAL-CYCLE-PHASE";7
"MENTAL-FATIGUE";7
"MIRROR";7
"MOTIVATIONAL";7
"MULTICHANNEL";7
"MULTILEVEL";7
"N170";7
"NATURE";7
"NEAR-INFRARED";7
"NEUROELECTRIC";7
"NEUROENDOCRINE";7
"NEURONAL";7
"NEUROSCIENCE";7
"OBESITY";7
"OCCIPITAL";7
"ODDBALL";7
"OLFACTORY";7
"OPTIMAL";7
"ORIENTING-REFLEX";7
"P50";7
"PARALLEL";7
"PCA";7
"PHARMACOLOGICAL";7
"PLEASANT";7
"POSITION";7
"POSTURAL";7
"PREDICTABLE";7
"PREDICTING";7
"PROBES";7
"PROCESSING-RESOURCES";7
"PROGRAMMING";7
"PSYCHOPATHS";7
"PSYCHOSIS";7
"PUPILLARY-RESPONSE";7
"RATING";7
"RECURRENT";7
"REDUCE";7
"REDUCTIONS";7
"REGIONS";7
"REJECTION";7
"RELEVANCE";7
"RESOURCE";7
"RESOURCES";7
"RESPONSE-CONFLICT";7
"RETURN";7
"REWARD-PROCESSING";7
"ROBUST";7
"ROLES";7
"SCENE";7
"SEPARATION";7
"SHORT";7
"SKIN-POTENTIAL";7
"SKIN-RESISTANCE";7
"SLEEP-ONSET";7
"SOCIAL-SUPPORT";7
"SOCIALLY";7
"SPACE";7
"STATIC";7
"STEADY-STATE";7
"STRESS-INDUCED";7
"STRESS-REACTIVITY";7
"SUBLIMINAL";7
"SWEAT";7
"SWITCHING";7
"SYMPTOM";7
"SYNCHRONIZATION";7
"TARGET-DETECTION";7
"UNILATERAL";7
"UNPLEASANT";7
"VIOLATIONS";7
"VISUAL-CORTEX";7
"VISUAL-SELECTIVE-ATTENTION";7
"WARNING";7
"WHITE";7
"WORRY";7
"YOUTH";7
"ACOUSTIC-STARTLE-RESPONSE";6
"AFFECTING";6
"AGE-RELATED-DIFFERENCES";6
"ALEXITHYMIA";6
"ALGORITHM";6
"AMBIGUOUS";6
"ANGRY";6
"ANHEDONIA";6
"ARITHMETIC";6
"ASSESS";6
"ASSESSED";6
"AUDITORY-EVENT-RELATED-POTENTIALS";6
"AUDITORY-ODDBALL-TASK";6
"BALANCE";6
"BARORECEPTOR-STIMULATION";6
"BENEFITS";6
"BLOCKADE";6
"BLOOD";6
"BORDERLINE";6
"CARDIAC-AUTONOMIC";6
"CARDIAC-CYCLE-TIME";6
"CARDIAC-REACTIVITY";6
"CAROTID";6
"COGNITIVE-PROCESSES";6
"COGNITIVE-REAPPRAISAL";6
"COMBINATION";6
"COMBINING";6
"COMMUNICATION";6
"COMPLEX-TRIAL-PROTOCOL";6
"COMPREHENSION";6
"CONCEALED";6
"CONCEPT";6
"CONDITIONED-FEAR";6
"CORRUGATOR";6
"COSTS";6
"COUNTERMEASURES";6
"CRITICAL";6
"CUEING";6
"DECISIONS";6
"DELAYS";6
"DEMENTIA";6
"DEPENDENT";6
"DIFFERENTIATING";6
"DIRECTED";6
"DISRUPTIVE";6
"DISSOCIATE";6
"DISTINGUISHED-CONTRIBUTIONS";6
"DYADIC";6
"EEG-FREQUENCY";6
"EFFORT-RELATED";6
"EFFORTFUL";6
"ELECTRODERMAL-CONDITIONING";6
"ELECTROPHYSIOLOGICAL-INVESTIGATION";6
"EMG-BIOFEEDBACK";6
"EMOTIONAL-IMAGERY";6
"EMOTIONAL-MODULATION";6
"EMOTIONAL-RESPONSES";6
"EMPIRICAL";6
"EQUIPROBABLE";6
"ERROR-RELATED";6
"EXECUTIVE";6
"EXPECTATION";6
"EXPERTISE";6
"EXTERNALIZING";6
"FACIAL-EMG";6
"FACIAL-EXPRESSION";6
"FACIAL-MUSCLE";6
"FACIAL-REACTIONS";6
"FAILURE";6
"FALSE";6
"FAMILIARITY";6
"FEATURE-BASED";6
"FIXATION";6
"FMRI-STUDY";6
"FOCUSED-ATTENTION";6
"FREQUENCIES";6
"FRONTAL-ALPHA-ASYMMETRY";6
"GENERALIZED-ANXIETY-DISORDER";6
"GIRLS";6
"GLOBAL";6
"HEARTBEAT-DISCRIMINATION";6
"HEARTBEAT-PERCEPTION";6
"HIGH-";6
"HOT";6
"HUMAN-SLEEP";6
"HYPERTENSIVES";6
"HYPOTENSION";6
"IMAGINED";6
"IMPAIRMENT";6
"IMPAIRMENTS";6
"INCREMENTAL";6
"INFRARED";6
"INITIATION";6
"INTEGRATED";6
"INTELLIGENCE";6
"INTERACTIVE-EFFECTS";6
"INTEROCEPTIVE-ACCURACY";6
"INTERSTIMULUS-INTERVAL";6
"INVOLUNTARY";6
"ISSUES";6
"LANGUAGE-COMPREHENSION";6
"LARGER";6
"LATE-POSITIVE";6
"LATERALITY";6
"LAW";6
"LEADS";6
"LINK";6
"LOCAL";6
"LRP";6
"MAJOR-DEPRESSION";6
"MANIPULATION";6
"MASKING";6
"METRICS";6
"MINDFULNESS";6
"MOTOR-PREPARATION";6
"NAMING";6
"NATURAL-SCENES";6
"NATURALISTIC";6
"NEURAL-DYNAMICS";6
"NEUROANATOMICAL";6
"NEUROCOGNITIVE";6
"NEUROTICISM";6
"NONLINEAR";6
"NUMERICAL";6
"OBSERVED";6
"ODORS";6
"OFFSET";6
"OFFSPRING";6
"OMISSION";6
"ONLINE";6
"ORIGINS";6
"P3A";6
"PAIN-PERCEPTION";6
"PERSONS";6
"PICTURE-PROCESSING";6
"PICTURE-VIEWING";6
"PLACEBO";6
"PLACEMENT";6
"POSITIVITY";6
"POST-ERROR";6
"PRE-ATTENTIVE";6
"PREPARING";6
"PROTOCOL";6
"PROVOCATION";6
"PSYCHOPHYSICAL";6
"PUBLICATION";6
"PUPILLOMETRIC";6
"RANDOMIZED";6
"RDOC";6
"REAL";6
"REALITY";6
"RECOMMENDATIONS";6
"REDUCING";6
"REPORT";6
"REQUIREMENTS";6
"RESILIENCE";6
"RESPIRATORY-RESISTANCE";6
"RESPONSE-PREPARATION";6
"RESPONSE-RELATED";6
"RESPONSE-SELECTION";6
"RISE";6
"ROMANTIC";6
"RULE";6
"SCENES";6
"SCHIZOTYPAL";6
"SECONDARY";6
"SEDENTARY";6
"SELECTIVITY";6
"SENSATION-SEEKING";6
"SENSATIONS";6
"SENTENCE-COMPREHENSION";6
"SETTING";6
"SHAPES";6
"SHIFTING";6
"SIGH";6
"SIGNIFICANT";6
"SIGNS";6
"SITUATION";6
"SLEEPING";6
"SOLVING";6
"SPAN";6
"SPATIOTEMPORAL";6
"STARTLE-POTENTIATION";6
"STARTLE-RESPONSE";6
"STIMULUS-PROBABILITY";6
"STRESS-RESPONSES";6
"STRESSFUL";6
"STROKE";6
"SURPRISE";6
"SYMPATHETIC-ACTIVITY";6
"SYNDROME";6
"TARGET-TO-TARGET-INTERVAL";6
"TEMPORAL-ATTENTION";6
"THERMAL";6
"THICKNESS";6
"THREATENING";6
"TRANSCRANIAL-MAGNETIC-STIMULATION";6
"TRANSCUTANEOUS";6
"TRANSMISSION";6
"TWIN-STUDY";6
"UNCONDITIONAL";6
"VALUES";6
"VARIABLE";6
"VARIES";6
"VETERANS";6
"VICARIOUS";6
"VIRTUAL";6
"VISION";6
"VISUAL-EVOKED-POTENTIAL";6
"VOCAL";6
"VOLTAGE";6
"14";5
"ACCOMPANYING";5
"ACOUSTIC-STIMULI";5
"ACTION-MONITORING";5
"ACTUAL";5
"ACUTE-EXERCISE";5
"ADDRESS";5
"ADVANTAGE";5
"AFRICAN";5
"AGED";5
"ALPHA-FREQUENCY";5
"ALTERATIONS";5
"AMBIGUITY";5
"AMERICANS";5
"ASSESSMENTS";5
"ATTEMPT";5
"ATTENTIONAL-PROCESSES";5
"ATTENTIONAL-SELECTION";5
"ATTENTIVE";5
"ATTENUATES";5
"AURICULAR";5
"AUTISM";5
"AUTONOMIC-AROUSAL";5
"AUTONOMIC-CORRELATES";5
"AUTONOMIC-REACTIVITY";5
"AUTONOMIC-RESPONSE";5
"BASAL";5
"BASE-LINE";5
"BASIC";5
"BEHAVIORAL-CONTROL";5
"BEHAVIORAL-INHIBITION";5
"BEHAVIORAL-MEASURES";5
"BIOMARKERS";5
"BRAIN-COMPUTER";5
"BRAIN-ELECTRICAL";5
"BRAIN-MECHANISMS";5
"CAPACITY";5
"CARDIAC-VAGAL-CONTROL";5
"CARDIORESPIRATORY";5
"CATECHOLAMINE";5
"CELLULAR";5
"CEPHALIC";5
"CHALLENGES";5
"CHANNEL";5
"CHILD";5
"CIGARETTE-SMOKING";5
"COGNITIVE-IMPAIRMENT";5
"COGNITIVE-LOAD";5
"COLD";5
"COMPARATIVE";5
"CONCOMITANTS";5
"CONJUNCTIONS";5
"CONSOLIDATION";5
"CONSTRAINTS";5
"CONTACT";5
"CONTRACTIONS";5
"CORRESPONDENCE";5
"COUNTS";5
"CREATIVE";5
"CRIME";5
"CUTANEOUS";5
"CYCLE";5
"DECELERATION";5
"DEFENSIVE-RESPONSES";5
"DEFICIENT";5
"DESIGNS";5
"DETECTOR";5
"DETERMINING";5
"DEVIANTS";5
"DEVICE";5
"DICHOTIC";5
"DIFFICULT";5
"DIRECTED-FORGETTING";5
"DIRECTION";5
"DISCRIMINANT";5
"DISRUPTION";5
"DISSOCIATING";5
"DOPAMINE";5
"DUE";5
"DYSLEXIA";5
"DYSREGULATION";5
"EFFICACY";5
"ELECTRIC";5
"ELECTRICAL";5
"ELECTROCORTICAL-ACTIVITY";5
"ELECTRODERMAL-RESPONDING";5
"ELECTROPHYSIOLOGICAL-INDICES";5
"ELECTROPHYSIOLOGICAL-MEASURES";5
"EMOTIONAL-FACIAL-EXPRESSIONS";5
"EMOTIONAL-PICTURES";5
"EMOTIONAL-REACTIVITY";5
"EMOTIONAL-WORDS";5
"ENDURANCE";5
"ENERGY";5
"ENERGY-EXPENDITURE";5
"ENHANCE";5
"EOG";5
"EPISODES";5
"EPISODIC";5
"ERP-EFFECTS";5
"ERP-RESPONSES";5
"EVERYDAY-LIFE";5
"EXPERT";5
"EXPLORATION";5
"EXTRACTION";5
"FAMILIAR";5
"FAMILY-HISTORY";5
"FEAR-POTENTIATED-STARTLE";5
"FEAR-RELEVANT";5
"FEASIBILITY";5
"FIELD";5
"FILMS";5
"FILTER";5
"FINDINGS";5
"FIXED";5
"FLANKER";5
"FLUCTUATIONS";5
"FOREARM";5
"FOREHEAD";5
"FOREPERIOD";5
"FORM";5
"FRAMEWORK";5
"FRONTAL-CORTEX";5
"FRONTAL-MIDLINE-THETA";5
"FUNCTIONAL-BRAIN";5
"GAINS";5
"GAMMA";5
"GENETIC-BASIS";5
"GENOME-WIDE-ASSOCIATION-STUDY";5
"GOAL";5
"GONOGO";5
"GROWTH";5
"GUILTY";5
"HANDGRIP";5
"HANDS";5
"HEALTHY-CONTROLS";5
"HEARING";5
"HEART-RATE-CONTROL";5
"HEART-RATES";5
"HEMISPHERIC-ASYMMETRY";5
"HIGH-INTENSITY";5
"HIPPOCAMPUS";5
"HOURS";5
"HUMAN-ELECTROPHYSIOLOGY";5
"HYDRATION";5
"IMAGE";5
"IMPROVED";5
"INCORRECT";5
"INJURY";5
"INSPIRATORY";5
"INSTRUMENTAL";5
"INTAKE";5
"INTENTION";5
"INTERMITTENT";5
"INTEROCEPTION";5
"INTEROCEPTIVE-AWARENESS";5
"INTERVIEW";5
"INTRINSIC";5
"INVOLVED";5
"ITEMS";5
"JOINT";5
"LANGUAGE-PROCESSING";5
"LAPLACIAN";5
"LEAD";5
"LEARNED-HEART-RATE-CONTROL";5
"LIFE-STRESS";5
"LIMITS";5
"LINGUISTIC";5
"LINKED";5
"MAJOR";5
"MASKED-PRIMING";5
"MATCHING";5
"MATURATION";5
"MEDIAL-FRONTAL-CORTEX";5
"MEDIUM";5
"MEG-STUDY";5
"MEMORIES";5
"MENTAL-EFFORT";5
"META-ANALYTIC";5
"METABOLIC";5
"METABOLISM";5
"METHODOLOGY";5
"MIMICRY";5
"MISMATCH-NEGATIVITY-STUDY";5
"MOCK";5
"MODALITIES";5
"MODALITY-SPECIFIC";5
"MODE";5
"MODERATED";5
"MOLECULAR";5
"MONETARY-INCENTIVE";5
"MONETARY-REWARD";5
"MONOZYGOTIC";5
"MOVING";5
"MULTISENSORY";5
"MUSICIANS";5
"NATIVE";5
"NEGATIVE-AFFECT";5
"NEGATIVITIES";5
"NETWORKS";5
"NEURAL-PROCESSING";5
"NEUROMUSCULAR";5
"NEUROPHYSIOLOGICAL-CORRELATES";5
"NICOTINE";5
"NIGHT";5
"NORMAL-CHILDREN";5
"NORMATIVE";5
"NORMOTENSIVE";5
"OBSERVATION";5
"OPERANT";5
"OPERANT-CONDITIONING";5
"ORAL";5
"ORGANIZATION";5
"ORTHOSTATIC";5
"OUTCOME-PROCESSING";5
"OXYGEN-CONSUMPTION";5
"PARADIGMS";5
"PARENTAL";5
"PARSING";5
"PARTIAL";5
"PASSIVE-COPING";5
"PATHWAYS";5
"PE";5
"PERCEPTUAL-PROCESSING";5
"PHASES";5
"PHYSICAL-ANHEDONIA";5
"PHYSIOLOGIC";5
"PHYSIOLOGICAL-AROUSAL";5
"PILOT";5
"POPULATION";5
"POSITIVE-EMOTION";5
"POSTAURICULAR-REFLEX";5
"POTENTIALLY";5
"POTENTIATION";5
"PRE-EJECTION-PERIOD";5
"PREEJECTION-PERIOD";5
"PRESTIMULUS";5
"PREVIOUS";5
"PROSPECTIVE";5
"PROSPECTIVELY";5
"PSYCHOPHYSIOLOGICAL-DATA";5
"PSYCHOPHYSIOLOGICAL-ENDOPHENOTYPES";5
"PULSE-WAVE";5
"PUPIL-DIAMETER";5
"QUANTIFYING";5
"RACIAL";5
"RANGE";5
"RAPID-SERIAL-VISUAL-PRESENTATION";5
"RARE";5
"RATIO";5
"REACTION-TIMES";5
"REACTIVE-CONTROL";5
"REASONING";5
"REFLECTING";5
"REGULARITY";5
"REINSTATEMENT";5
"RELIEF";5
"REPEATED-MEASURES";5
"REPLICABILITY";5
"RESPONSE-ACTIVATION";5
"RESPONSE-SPECIFICITY";5
"RESTING-EEG";5
"RHYTHMIC";5
"RUMINATION";5
"S-R-COMPATIBILITY";5
"SACCADE";5
"SALIENT";5
"SALIVARY-ALPHA-AMYLASE";5
"SALIVARY-CORTISOL";5
"SCHIZOPHRENICS";5
"SCHIZOTYPY";5
"SCIENCE";5
"SEARCH-TASK";5
"SECRETORY";5
"SELF-INITIATED";5
"SELF-REPORTS";5
"SENSORIMOTOR";5
"SENSORY-PROCESSING";5
"SEQUENCE-EFFECTS";5
"SEVERE";5
"SEVERITY";5
"SHIFT";5
"SIMULATION";5
"SIMULTANEOUS";5
"SKIN-TEMPERATURE";5
"SLEEP-WAKE";5
"SLOW-CORTICAL-POTENTIALS";5
"SMOOTH-PURSUIT-EYE-MOVEMENTS";5
"SOCIAL-ANXIETY";5
"SPANISH";5
"SPATIALLY";5
"SPEAKING";5
"SPECIAL";5
"SPECTRAL-ANALYSIS";5
"SPECTROSCOPY";5
"SPEEDED";5
"STABLE";5
"STARTLE-REACTIVITY";5
"STARTLE-REFLEX-MODULATION";5
"STIMULUS-ONSET";5
"STRUCTURES";5
"STYLE";5
"SUCCESSIVE";5
"SUFFOCATION";5
"SUPERIOR";5
"SWEATING";5
"SWITCH";5
"SYNTACTIC";5
"SYNTACTIC-PROCESSING";5
"TASK-RELATED";5
"TIME-COURSE";5
"TOMOGRAPHY";5
"TOPOGRAPHIC";5
"TRANSFER";5
"TRANSITION";5
"TRAUMATIC";5
"TRIGGER";5
"UNAFFECTED";5
"UNATTENDED";5
"UNCERTAIN";5
"UNFAMILIAR";5
"UNIT";5
"UNIVARIATE";5
"UNPLEASANT-PICTURES";5
"VAGUS-NERVE-STIMULATION";5
"VARIANTS";5
"VELOCITY";5
"VERIFICATION";5
"VISUAL-MISMATCH-NEGATIVITY";5
"VISUAL-PROCESSING";5
"VISUAL-SPATIAL-ATTENTION";5
"VOLITIONAL";5
"VOWEL";5
"WHATS";5
"WINDOW";5
