"keyterm";"count"
"VISUAL-EVOKED-POTENTIALS";8
"WAVES";8
"WORD-RECOGNITION";8
"4";7
"ABNORMALITIES";7
"ACUTE-EFFECTS";7
"ALPHA-ACTIVITY";7
"ANTERIOR-CINGULATE";7
"ASSESSED";7
"ATTENTIONAL-MODULATION";7
"AUDITORY-STIMULATION";7
"BETA-ADRENERGIC";7
"BIOFEEDBACK-TRAINING";7
"CARDIAC-DEFENSE";7
"CARDIAC-VAGAL-TONE";7
"CARDIOPULMONARY";7
"CARDIORESPIRATORY-FITNESS";7
"CIRCUIT";7
"COLD-PRESSOR-TEST";7
"COMMUNICATION";7
"COMPARATIVE";7
"COMPARED";7
"COMPARISONS";7
"COMPATIBILITY";7
"COMPREHENSION";7
"CONCEPT";7
"CONSCIOUS";7
"CONTINUOUS-PERFORMANCE";7
"COORDINATION";7
"COPING";7
"CORONARY";7
"CORRELATIONS";7
"COUNTS";7
"CRITICAL";7
"CROSSMODAL";7
"CUEING";7
"DECELERATION";7
"DECREASED";7
"DEFENSIVE-RESPONSES";7
"DEPENDENT";7
"DEPENDS";7
"DIMENSIONAL";7
"DISCRIMINATIVE";7
"DISSOCIATE";7
"DISTANCE";7
"ECG";7
"EFFORT-RELATED";7
"ELDERLY";7
"ELECTRICAL";7
"ELECTROLYTE";7
"EMOTIONAL-AROUSAL";7
"EMOTIONAL-RESPONSES";7
"ENDOGENOUS";7
"ENHANCES";7
"EVENT-RELATED-BRAIN-POTENTIAL-STUDY";7
"EXECUTIVE-CONTROL";7
"EXPECTANCIES";7
"EXPECTED";7
"EXPERTISE";7
"EXPLORING";7
"EXPRESSIONS";7
"EXTERNALIZING-PSYCHOPATHOLOGY";7
"FALSE";7
"FEAR-LEARNING";7
"FEEDBACK-NEGATIVITY";7
"FEEL";7
"FIXED";7
"FLANKER-TASK";7
"FLEXIBILITY";7
"FMRI-STUDY";7
"FRN";7
"GENDER-DIFFERENCES";7
"GENERATION";7
"GLUCOSE";7
"HEART-RATE-CONTROL";7
"HEMODYNAMIC-RESPONSES";7
"HIPPOCAMPAL";7
"IMAGINED";7
"IMPEDANCE-CARDIOGRAM";7
"INCREMENTAL";7
"INFLAMMATION";7
"INTERACTIVE-EFFECTS";7
"INTERMODAL";7
"INTEROCEPTION";7
"INTERVENTION";7
"INTRACRANIAL";7
"INVOLUNTARY";7
"INVOLVING";7
"LARGER";7
"LEAD";7
"LEADS";7
"LOCAL";7
"MAINTENANCE";7
"MANIPULATIONS";7
"MEDIATE";7
"MEMORY-PERFORMANCE";7
"MENSTRUAL-CYCLE-PHASE";7
"MENTAL-FATIGUE";7
"MODE";7
"MULTICHANNEL";7
"MULTILEVEL";7
"N170";7
"NEAR-INFRARED";7
"NEUROENDOCRINE";7
"NEURONAL";7
"NEUROSCIENCE";7
"NOTE";7
"OBESITY";7
"ODDBALL";7
"OFFSET";7
"OLFACTORY";7
"ORIENTING-RESPONSES";7
"P50";7
"PAIRED";7
"PARALLEL";7
"PCA";7
"PHARMACOLOGICAL";7
"PHYSIOLOGICAL-RESPONSE";7
"PLACEMENT";7
"PLEASANT";7
"POSITION";7
"POSTURAL";7
"PREDICTABLE";7
"PROBES";7
"PROCESSING-RESOURCES";7
"PSYCHOPATHS";7
"PSYCHOPHYSICAL";7
"PSYCHOSIS";7
"PUPILLARY-RESPONSE";7
"PUPILLOMETRIC";7
"RATING";7
"RECURRENT";7
"REDUCING";7
"REDUCTIONS";7
"REGIONS";7
"REJECTION";7
"RELEVANCE";7
"RESOURCE";7
"RESOURCES";7
"RESPONSE-CONFLICT";7
"RETURN";7
"REWARD-PROCESSING";7
"ROBUST";7
"ROMANTIC";7
"SALIVATION";7
"SCENE";7
"SENSATIONS";7
"SENTENCE-COMPREHENSION";7
"SEPARATION";7
"SHORT";7
"SITUATION";7
"SKIN-POTENTIAL-RESPONSES";7
"SLEEP-ONSET";7
"SOCIAL-SUPPORT";7
"SOCIALLY";7
"STARTLE-RESPONSE";7
"STATIC";7
"STEADY-STATE";7
"STRESS-INDUCED";7
"STRESS-REACTIVITY";7
"SUBLIMINAL";7
"SWEATING";7
"SWITCHING";7
"TARGET-DETECTION";7
"THICKNESS";7
"THREATENING";7
"UNIT";7
"UNPLEASANT";7
"VARIABLE";7
"VICARIOUS";7
"VIOLATIONS";7
"VISION";7
"VISUAL-CORTEX";7
"VISUAL-SELECTIVE-ATTENTION";7
"VOLTAGE";7
"WAKING";7
"WARNING";7
"WORRY";7
"YOUTH";7
"ACCURATE";6
"ACOUSTIC-STARTLE-RESPONSE";6
"ACOUSTIC-STIMULI";6
"ACUTE-EXERCISE";6
"AFFECTING";6
"AGE-RELATED-DIFFERENCES";6
"ALEXITHYMIA";6
"ALGORITHM";6
"ALPHA-BAND";6
"ALTERATIONS";6
"AMBIGUOUS";6
"ANGRY";6
"ANHEDONIA";6
"APPLICATIONS";6
"ARITHMETIC";6
"ASSESS";6
"ATTENUATES";6
"AUDITORY-EVENT-RELATED-POTENTIALS";6
"AUDITORY-ODDBALL-TASK";6
"AUTONOMIC-AROUSAL";6
"BARORECEPTOR-STIMULATION";6
"BASIC";6
"BENEFITS";6
"BINOCULAR";6
"BIPOLAR";6
"BLOCKADE";6
"BLOOD";6
"BORDERLINE";6
"CARDIAC-CYCLE-TIME";6
"CARDIAC-REACTIVITY";6
"CAROTID";6
"CEPHALIC";6
"CHANNEL";6
"CLOSED";6
"COGNITIVE-LOAD";6
"COGNITIVE-PROCESSES";6
"COGNITIVE-REAPPRAISAL";6
"COLD";6
"COMBINATION";6
"COMBINING";6
"COMPLEX-TRIAL-PROTOCOL";6
"CONCEALED";6
"CONDITIONED-FEAR";6
"CONSCIOUSNESS";6
"CONSOLIDATION";6
"CORRESPONDENCE";6
"COSTS";6
"COUNTERMEASURES";6
"DC";6
"DECISIONS";6
"DEEP";6
"DELAYS";6
"DEMENTIA";6
"DIFFERENTIATING";6
"DIRECTED";6
"DISRUPTIVE";6
"DISSOCIATING";6
"DISTINGUISHED-CONTRIBUTIONS";6
"DYADIC";6
"DYSREGULATION";6
"EEG-FREQUENCY";6
"EFFORTFUL";6
"ELECTROPHYSIOLOGICAL-INVESTIGATION";6
"EMG-BIOFEEDBACK";6
"EMOTIONAL-IMAGERY";6
"EMOTIONAL-MODULATION";6
"EMPIRICAL";6
"EOG";6
"EQUIPROBABLE";6
"ERROR-RELATED";6
"EXECUTIVE";6
"EXPECTATION";6
"EXTERNALIZING";6
"EYES";6
"FACIAL-EMG";6
"FACIAL-EXPRESSION";6
"FACIAL-MUSCLE";6
"FACIAL-REACTIONS";6
"FAILURE";6
"FAMILIARITY";6
"FEATURE-BASED";6
"FINDINGS";6
"FIXATION";6
"FLOW";6
"FOCUSED-ATTENTION";6
"FOREARM";6
"FOREPERIOD";6
"FREQUENCIES";6
"FRONTAL-ALPHA-ASYMMETRY";6
"GENERALIZED-ANXIETY-DISORDER";6
"GIRLS";6
"GLOBAL";6
"GONOGO";6
"HEART-RATE-RESPONSE";6
"HEART-RATES";6
"HEARTBEAT-DISCRIMINATION";6
"HEARTBEAT-PERCEPTION";6
"HIGH-";6
"HIGH-INTENSITY";6
"HOT";6
"HYDRATION";6
"HYPERTENSIVES";6
"HYPOTENSION";6
"IMPAIRMENT";6
"IMPAIRMENTS";6
"INFRARED";6
"INITIATION";6
"INJURY";6
"INSTRUCTIONAL";6
"INSTRUMENT";6
"INTEGRATED";6
"INTEROCEPTIVE-ACCURACY";6
"INTEROCEPTIVE-AWARENESS";6
"ISSUES";6
"JOINT";6
"LANGUAGE-COMPREHENSION";6
"LATE-POSITIVE";6
"LATERALITY";6
"LINK";6
"LINKED";6
"LRP";6
"MAJOR-DEPRESSION";6
"MASKING";6
"MEMORIES";6
"METABOLIC";6
"METRICS";6
"MINDFULNESS";6
"MODERATED";6
"MONETARY-INCENTIVE";6
"MOTOR-PREPARATION";6
"NAMING";6
"NATURAL-SCENES";6
"NATURALISTIC";6
"NEONATAL";6
"NEUROANATOMICAL";6
"NEUROCOGNITIVE";6
"NOCTURNAL";6
"NONLINEAR";6
"NUMERICAL";6
"OBSERVATION";6
"OBSERVED";6
"ODORS";6
"OFFSPRING";6
"OMISSION";6
"ONLINE";6
"ORAL";6
"ORIENTING-REACTION";6
"ORIGINS";6
"P3A";6
"PAIN-PERCEPTION";6
"PALMAR-SKIN-POTENTIAL";6
"PARTIAL";6
"PERIODS";6
"PERSONS";6
"PHYSIOLOGICAL-AROUSAL";6
"PHYSIOLOGICAL-CORRELATES";6
"PICTURE-PROCESSING";6
"PICTURE-VIEWING";6
"PLACEBO";6
"POSITIVE-AFFECT";6
"POSITIVE-EMOTION";6
"POSITIVITY";6
"POST-ERROR";6
"PRE-ATTENTIVE";6
"PREPARING";6
"PRESTIMULUS";6
"PROFILES";6
"PROTOCOL";6
"PROVOCATION";6
"PUBLICATION";6
"RANDOMIZED";6
"RANGE";6
"REAL";6
"RECENT";6
"RECOMMENDATIONS";6
"REGRESSION";6
"RESILIENCE";6
"RESPIRATORY-RESISTANCE";6
"RESPONSE-PREPARATION";6
"RESPONSE-RELATED";6
"RESPONSE-SELECTION";6
"RULE";6
"SALIENT";6
"SCENES";6
"SCHIZOTYPAL";6
"SECONDARY";6
"SECRETION";6
"SEDENTARY";6
"SELECTIVITY";6
"SENSATION-SEEKING";6
"SETTING";6
"SHAPES";6
"SHIFT";6
"SHIFTING";6
"SIGH";6
"SIGNIFICANT";6
"SIGNS";6
"SKIN-TEMPERATURE";6
"SMOOTH-PURSUIT-EYE-MOVEMENTS";6
"SOLVING";6
"SPATIOTEMPORAL";6
"SPECIAL";6
"STARTLE-POTENTIATION";6
"STIMULUS-ONSET";6
"STIMULUS-PROBABILITY";6
"STRESS-RESPONSES";6
"STROKE";6
"SUCCESSIVE";6
"SURPRISE";6
"SWITCH";6
"SYMPATHETIC-ACTIVITY";6
"SYNDROME";6
"SYSTEMATIC";6
"TARGET-TO-TARGET-INTERVAL";6
"TASK-REQUIREMENTS";6
"TEMPORAL-ATTENTION";6
"TRANSCUTANEOUS";6
"TRANSMISSION";6
"TWIN-STUDY";6
"UCS";6
"UNCONDITIONAL";6
"VAGUS-NERVE-STIMULATION";6
"VARIES";6
"VETERANS";6
"VISUAL-EVOKED-POTENTIAL";6
"VISUAL-EVOKED-RESPONSES";6
"VISUAL-STIMULATION";6
"VISUOMOTOR";6
"VOCAL";6
"14";5
"ACCOMPANYING";5
"ACTION-MONITORING";5
"ACTUAL";5
"ADDRESS";5
"ADVANTAGE";5
"AFFECTIVE-STIMULI";5
"AFRICAN";5
"AGED";5
"ALPHA-FREQUENCY";5
"ALZHEIMERS";5
"AMBIGUITY";5
"AMERICANS";5
"ANALYTIC";5
"ASSESSMENTS";5
"ATTEMPT";5
"ATTENTIONAL-PROCESSES";5
"ATTENTIONAL-SELECTION";5
"ATTENTIVE";5
"AURICULAR";5
"AUTISM";5
"AUTONOMIC-REACTIVITY";5
"AUTONOMIC-RESPONSIVITY";5
"AWAKE";5
"AWAKENING";5
"BASE-LINE";5
"BEHAVIORAL-CONTROL";5
"BEHAVIORAL-INHIBITION";5
"BEHAVIORAL-MEASURES";5
"BIOMARKERS";5
"BRAIN-COMPUTER";5
"BRAIN-ELECTRICAL";5
"BRAIN-MECHANISMS";5
"BRAIN-STEM";5
"CAPACITY";5
"CARDIAC-VAGAL-CONTROL";5
"CARDIORESPIRATORY";5
"CATECHOLAMINE";5
"CATS";5
"CELLULAR";5
"CHALLENGES";5
"CIGARETTE-SMOKING";5
"CODING";5
"COGNITIVE-IMPAIRMENT";5
"CONJUNCTIONS";5
"CONSTRAINTS";5
"CONTACT";5
"CONTINGENT";5
"CONTRACTIONS";5
"CORRUGATOR";5
"CORTICAL-PROCESSING";5
"CORTICAL-RESPONSES";5
"CREATIVE";5
"CRIME";5
"CS";5
"CUTANEOUS";5
"CYCLES";5
"DAILY";5
"DAY";5
"DECODING";5
"DEFICIENT";5
"DESIGNS";5
"DETECTED";5
"DETERMINING";5
"DEVIANTS";5
"DIASTOLIC";5
"DICHOTIC";5
"DIFFICULT";5
"DIMENSION";5
"DIRECTED-FORGETTING";5
"DIRECTION";5
"DIRECTIONAL";5
"DISCRIMINANT";5
"DISRUPTION";5
"DIURNAL";5
"DOGS";5
"DOMINANCE";5
"DOPAMINE";5
"DREAMING";5
"DREAMS";5
"DRIVE";5
"DUE";5
"DYSLEXIA";5
"EFFICACY";5
"ELECTROCORTICAL-ACTIVITY";5
"ELECTRODERMAL-RESPONDING";5
"ELECTROENCEPHALOGRAPHY";5
"ELECTROPHYSIOLOGICAL-INDICES";5
"ELECTROPHYSIOLOGICAL-MEASURES";5
"EMOTION-EFFECTS";5
"EMOTIONAL-FACIAL-EXPRESSIONS";5
"EMOTIONAL-PICTURES";5
"EMOTIONAL-REACTIVITY";5
"EMOTIONAL-WORDS";5
"ENDURANCE";5
"ENERGY";5
"ENERGY-EXPENDITURE";5
"ENHANCE";5
"EPISODES";5
"EPISODIC";5
"EROTIC";5
"ERP-COMPONENT";5
"ERP-EFFECTS";5
"ERP-RESPONSES";5
"ERP-STUDIES";5
"ETHNIC";5
"EVENT-RELATED-EEG";5
"EVERYDAY-LIFE";5
"EVOKED-HEART-RATE-RESPONSE";5
"EXPERIENCED";5
"EXPERIMENTER";5
"EXPERT";5
"EXTEROCEPTIVE";5
"EXTRACTION";5
"FAMILIAR";5
"FAMILY-HISTORY";5
"FEAR-EXTINCTION";5
"FEAR-POTENTIATED-STARTLE";5
"FEAR-RELEVANT";5
"FEASIBILITY";5
"FILMS";5
"FILTER";5
"FINGER-PULSE-VOLUME";5
"FLANKER";5
"FLUID";5
"FOREHEAD";5
"FORM";5
"FRAMEWORK";5
"FRONTAL-CORTEX";5
"FRONTAL-MIDLINE-THETA";5
"FUNCTIONAL-BRAIN";5
"GAINS";5
"GALVANIC-SKIN-RESPONSES";5
"GAMMA";5
"GENERATOR";5
"GENETIC-BASIS";5
"GENOME-WIDE-ASSOCIATION-STUDY";5
"GOAL";5
"GOALS";5
"GROWTH";5
"GUILTY";5
"HANDGRIP";5
"HANDS";5
"HEALTHY-CONTROLS";5
"HEARING";5
"HEMISPHERIC-ASYMMETRY";5
"HIPPOCAMPUS";5
"HOURS";5
"HUMAN-ELECTROPHYSIOLOGY";5
"IMAGE";5
"IMPROVED";5
"INCORRECT";5
"INHIBIT";5
"INITIAL-VALUES";5
"INSPIRATORY";5
"INTAKE";5
"INTENTION";5
"INTERMITTENT";5
"INTERVIEW";5
"INTRINSIC";5
"INVOLVED";5
"ITEMS";5
"KNEE";5
"LABORATORY-STRESSORS";5
"LANGUAGE-PROCESSING";5
"LAPLACIAN";5
"LEARNED-HEART-RATE-CONTROL";5
"LETTER";5
"LIFE-STRESS";5
"LIMITS";5
"LINGUISTIC";5
"MASKED-PRIMING";5
"MASS";5
"MATCHING";5
"MATURATION";5
"MEANINGFUL";5
"MEDIAL-FRONTAL-CORTEX";5
"MEDIUM";5
"MEG-STUDY";5
"MENTAL-EFFORT";5
"META-ANALYTIC";5
"METABOLISM";5
"METHODOLOGY";5
"MIDDLE";5
"MIMICRY";5
"MISMATCH-NEGATIVITY-STUDY";5
"MOCK";5
"MODALITIES";5
"MODALITY-SPECIFIC";5
"MOLECULAR";5
"MONETARY-REWARD";5
"MONOZYGOTIC";5
"MOVING";5
"MULTIMODAL";5
"MULTISENSORY";5
"MUSICIANS";5
"NATIVE";5
"NEGATIVE-AFFECT";5
"NEGATIVITIES";5
"NETWORKS";5
"NEURAL-PROCESSING";5
"NEUROMUSCULAR";5
"NEUROPHYSIOLOGICAL-CORRELATES";5
"NICOTINE";5
"NORMATIVE";5
"NORMOTENSIVE";5
"ON-LINE";5
"OPERATIONS";5
"ORGANIZATION";5
"ORTHOSTATIC";5
"OUTCOME-PROCESSING";5
"OXYGEN-CONSUMPTION";5
"P2";5
"PARADIGMS";5
"PARENTAL";5
"PARSING";5
"PARTNERS";5
"PASSIVE-COPING";5
"PATHWAYS";5
"PE";5
"PERCEPTUAL-PROCESSING";5
"PHENOMENA";5
"PHYSICAL-ANHEDONIA";5
"PHYSICAL-EXERCISE";5
"PHYSIOLOGIC";5
"PILOT";5
"PLETHYSMOGRAPHIC";5
"POPULATION";5
"POSTAURICULAR-REFLEX";5
"POTENTIALLY";5
"POTENTIATION";5
"PRE-EJECTION-PERIOD";5
"PREEJECTION-PERIOD";5
"PREVIOUS";5
"PROSPECTIVE";5
"PROSPECTIVELY";5
"PSYCHOPHYSIOLOGIC";5
"PSYCHOPHYSIOLOGICAL-DATA";5
"PSYCHOPHYSIOLOGICAL-ENDOPHENOTYPES";5
"PULSE-WAVE";5
"PUPIL-DIAMETER";5
"QUANTIFYING";5
"RACIAL";5
"RAPID-SERIAL-VISUAL-PRESENTATION";5
"RARE";5
"RATIO";5
"RDOC";5
"REACTION-TIMES";5
"REACTIVE-CONTROL";5
"REAPPRAISAL";5
"REASONING";5
"REFLECTING";5
"REGULARITY";5
"REINFORCEMENT-LEARNING";5
"REINSTATEMENT";5
"RELIEF";5
"REMOVING";5
"REPEATED-MEASURES";5
"REPETITIVE";5
"REPLICABILITY";5
"RESPIRATORY-RESPONSES";5
"RESPONSE-ACTIVATION";5
"RESPONSE-SPECIFICITY";5
"RESTING-EEG";5
"RHYTHMIC";5
"RISE-TIME";5
"RUMINATION";5
"RUNNING";5
"S-R-COMPATIBILITY";5
"SACCADE";5
"SALIVARY-CORTISOL";5
"SAMPLING";5
"SCHIZOPHRENICS";5
"SCHIZOTYPY";5
"SCIENCE";5
"SEARCH-TASK";5
"SECRETORY";5
"SELF-INITIATED";5
"SELF-REPORTS";5
"SENSORIMOTOR";5
"SENSORY-PROCESSING";5
"SEQUENCE-EFFECTS";5
"SEVERE";5
"SEVERITY";5
"SIMPLE-METHOD";5
"SIMULATION";5
"SIMULTANEOUS";5
"SINGLE-MOTOR";5
"SITES";5
"SITUATIONS";5
"SKILL";5
"SLEEP-WAKE";5
"SLOW-CORTICAL-POTENTIALS";5
"SOCIAL-ANXIETY";5
"SOLUTION";5
"SPANISH";5
"SPATIALLY";5
"SPEAKING";5
"SPECTRA";5
"SPECTRAL-ANALYSIS";5
"SPECTROSCOPY";5
"SPEEDED";5
"STABLE";5
"STARTLE-REACTIVITY";5
"STARTLE-REFLEX-MODULATION";5
"STATISTICAL-POWER";5
"STORAGE";5
"STRUCTURES";5
"STYLE";5
"SUFFOCATION";5
"SUPERIOR";5
"SYNTACTIC";5
"SYNTACTIC-PROCESSING";5
"TASK-RELATED";5
"THETA-OSCILLATIONS";5
"TIME-COURSE";5
"TOMOGRAPHY";5
"TOPOGRAPHIC";5
"TRANSCEPHALIC";5
"TRANSCRANIAL";5
"TRANSFER";5
"TRANSITION";5
"TRAUMATIC";5
"TRIGGER";5
"UNAFFECTED";5
"UNATTENDED";5
"UNCERTAIN";5
"UNCONSCIOUS";5
"UNFAMILIAR";5
"UNIVARIATE";5
"UNPLEASANT-PICTURES";5
"VARIANTS";5
"VELOCITY";5
"VERBALIZATION";5
"VERIFICATION";5
"VERTICAL";5
"VIRTUAL-REALITY";5
"VISUAL-MISMATCH-NEGATIVITY";5
"VISUAL-PROCESSING";5
"VISUAL-SPATIAL-ATTENTION";5
"VOLITIONAL";5
"VOWEL";5
"WHATS";5
"WINDOW";5
